rank,lemma,pos,frequency,article,gender,genitive,plural,auxiliary,past_3sg,participle_ii,translation,cefr,theme
1874,tauschen,VERB,4151,,,,,haben,tauschte,getauscht,to exchange,A2,common_verbs
1875,Armer,ADV,4149,,,,,,,,poor,A2,common_adjectives
1876,anstatt,SCONJ,4149,,,,,,,,instead of,B1,function_words
1877,gründen,VERB,4146,,,,,haben,gründete,gegründet,to found,B1,work
1878,Strafe,NOUN,4145,die,f,Strafe,Strafen,,,,the punishment,B1,work
1879,eingehen,VERB,4145,,,,,sein,ging ein,eingegangen,to enter into,B1,common_verbs
1880,streng,ADV,4142,,,,,,,,strictly,B1,common_adjectives
1881,öfter,ADV,4140,,,,,,,,more often,A2,time
1882,Zelle,NOUN,4139,die,f,Zelle,Zellen,,,,the cell,B1,body_health
1883,schief,ADV,4138,,,,,,,,crooked,B1,common_adjectives
1884,durchführen,VERB,4137,,,,,haben,führte durch,durchgeführt,to carry out,B1,common_verbs
1885,stinken,VERB,4133,,,,,haben,stank,gestunken,to stink,B1,common_verbs
1886,Kleidung,NOUN,4131,die,f,Kleidung,Kleidungen,,,,the clothing,A1,clothing
1887,Gras,NOUN,4130,das,n,Grases,Gräser,,,,the grass,A1,nature
1888,bedrohen,VERB,4128,,,,,haben,bedrohte,bedroht,to threaten,B1,common_verbs
1889,rechter,PRON,4125,,,,,,,,the right one,A2,function_words
1890,Bedeutung,NOUN,4125,die,f,Bedeutung,Bedeutungen,,,,the meaning,B1,communication
1891,Brot,NOUN,4124,das,n,Brotes,Brote,,,,the bread,A1,food_drink
1892,Zweck,NOUN,4123,der,m,Zwecks,Zwecke,,,,the purpose,B1,function_words
1893,vernünftig,ADV,4121,,,,,,,,reasonably,B1,common_adjectives
1894,nehmen,VERB,4120,,,,,haben,nahm,genommen,to take,A1,common_verbs
1895,füllen,VERB,4120,,,,,haben,füllte,gefüllt,to fill,A2,common_verbs
1896,Geisel,NOUN,4117,die,f,Geisel,Geiseln,,,,the hostage,B2,work
1897,überwachen,VERB,4114,,,,,haben,überwachte,überwacht,to monitor,B1,technology
1898,hinterher,ADV,4110,,,,,,,,afterwards,B1,time
1899,fremd,ADJ,4109,,,,,,,,foreign,A2,common_adjectives
1900,empfehlen,VERB,4107,,,,,haben,empfahl,empfohlen,to recommend,A2,common_verbs
1901,Jesse,NOUN,4103,der,m,Jesses,Jesses,,,,Jesse (proper name),A1,communication
1902,Sendung,NOUN,4103,die,f,Sendung,Sendungen,,,,the broadcast,B1,technology
1903,Kette,NOUN,4102,die,f,Kette,Ketten,,,,the chain,A2,common_adjectives
1904,beschließen,VERB,4101,,,,,haben,beschloss,beschlossen,to decide,B1,common_verbs
1905,Hemd,NOUN,4099,das,n,Hemdes,Hemden,,,,the shirt,A1,clothing
1906,wahren,VERB,4097,,,,,haben,wahrte,gewahrt,to preserve,B2,common_verbs
1907,Krieger,NOUN,4094,der,m,Kriegers,Krieger,,,,the warrior,B1,work
1908,Zunge,NOUN,4093,die,f,Zunge,Zungen,,,,the tongue,A2,body_health
1909,Notfall,NOUN,4092,der,m,Notfalls,Notfälle,,,,the emergency,B1,body_health
1910,versuchen,VERB,4089,,,,,haben,versuchte,versucht,to try,A1,common_verbs
1911,dahinter,ADV,4083,,,,,,,,behind it,B1,function_words
1912,Täter,NOUN,4083,der,m,Täters,Täter,,,,the perpetrator,B2,work
1913,berühmt,ADJ,4073,,,,,,,,famous,A2,common_adjectives
1914,Publikum,NOUN,4071,das,n,Publikums,Publikum,,,,the audience,B1,communication
1915,blicken,VERB,4068,,,,,haben,blickte,geblickt,to look,B1,common_verbs
1916,gemeinsam,ADJ,4067,,,,,,,,common,A2,common_adjectives
1917,bestens,ADV,4065,,,,,,,,best,B1,function_words
1918,warten,VERB,4065,,,,,haben,wartete,gewartet,to wait,A1,common_verbs
1919,bekennen,VERB,4061,,,,,haben,bekannte,bekannt,to confess,B2,common_verbs
1920,gehen,VERB,4057,,,,,sein,ging,gegangen,to go,A1,common_verbs
1921,Morgan,NOUN,4057,der,m,Morgans,Morgans,,,,Morgan (proper name),A1,communication
1922,Unrecht,NOUN,4053,das,n,Unrechts,Unrechte,,,,the injustice,B2,work
1923,leck,ADV,4052,,,,,,,,lick (imperative),A2,food_drink
1924,wonach,ADV,4052,,,,,,,,after which,B1,function_words
1925,spazieren,VERB,4051,,,,,sein,spazierte,spaziert,to stroll,A2,common_verbs
1926,Unterhaltung,NOUN,4051,die,f,Unterhaltung,Unterhaltungen,,,,the entertainment,B1,communication
1927,Stoff,NOUN,4043,der,m,Stoffes,Stoffe,,,,the material,A2,clothing
1928,verschieden,ADJ,4040,,,,,,,,different,A2,common_adjectives
1929,Strom,NOUN,4034,der,m,Stroms,Ströme,,,,the electricity,A2,technology
1930,erfolgreich,ADV,4031,,,,,,,,successfully,B1,common_adjectives
1931,gemein,ADV,4029,,,,,,,,meanly,B1,emotions
1932,ruhen,VERB,4029,,,,,haben,ruhte,geruht,to rest,B1,common_verbs
1933,Minister,NOUN,4024,der,m,Ministers,Minister,,,,the minister,B1,work
1934,Ihnen,PRON,4021,,,,,,,,you (formal),A1,function_words
1935,vermögen,VERB,4021,,,,,haben,vermochte,vermocht,to be able,B2,common_verbs
1936,Zahl,NOUN,4019,die,f,Zahl,Zahlen,,,,the number,A1,numbers
1937,Schuss,NOUN,4017,der,m,Schusses,Schüsse,,,,the shot,B1,sports
1938,Spitze,NOUN,4009,die,f,Spitze,Spitzen,,,,the top,B1,common_adjectives
1939,Fernseher,NOUN,4008,der,m,Fernsehers,Fernseher,,,,the television,A2,technology
1940,auszeichnen,VERB,4006,,,,,haben,zeichnete aus,ausgezeichnet,to distinguish,B2,common_verbs
1941,zustimmen,VERB,4005,,,,,haben,stimmte zu,zugestimmt,to agree,B1,communication
1942,verteilen,VERB,4003,,,,,haben,verteilte,verteilt,to distribute,B1,common_verbs
1943,Tatort,NOUN,4002,der,m,Tatortes,Tatorte,,,,the crime scene,B2,communication
1944,grün,ADV,3991,,,,,,,,green,A1,common_adjectives
1945,Pilot,NOUN,3988,der,m,Piloten,Piloten,,,,the pilot,A2,travel
1946,Detail,NOUN,3984,das,n,Details,Details,,,,the detail,B1,communication
1947,Westen,NOUN,3975,der,m,Westens,Westen,,,,the west,B1,travel
1948,betreten,VERB,3974,,,,,haben,betrat,betreten,to enter,A2,common_verbs
1949,dauernd,ADV,3971,,,,,,,,constantly,B1,time
1950,Geschmack,NOUN,3971,der,m,Geschmacks,Geschmäcke,,,,the taste,A2,food_drink
1951,gegenseitig,ADV,3971,,,,,,,,"mutual, reciprocal",B1,function_words
1952,herrschen,VERB,3971,,,,,haben,herrschte,geherrscht,"to rule, to reign",B1,work
1953,entfernen,VERB,3964,,,,,haben,entfernte,entfernt,"to remove, to distance",B1,common_verbs
1954,eng,ADV,3964,,,,,,,,"narrow, tight, closely",A2,common_adjectives
1955,Figur,NOUN,3963,die,f,Figur,Figuren,,,,"the figure, the character",B1,emotions
1956,blau,ADJ,3960,,,,,,,,blue,A1,common_adjectives
1957,aufregend,ADV,3958,,,,,,,,"exciting, thrilling",B1,emotions
1958,Pech,NOUN,3957,das,n,Pechs,Peche,,,,"the bad luck, the pitch",B1,emotions
1959,glücklich,ADJ,3953,,,,,,,,"happy, fortunate",A1,emotions
1960,tragen,VERB,3947,,,,,haben,trug,getragen,"to carry, to wear",A1,common_verbs
1961,abhalten,VERB,3942,,,,,haben,abhielt,abgehalten,"to hold, to prevent",B1,common_verbs
1962,Bürger,NOUN,3941,der,m,Bürgers,Bürger,,,,the citizen,B1,work
1963,vertrauen,VERB,3938,,,,,haben,vertraute,vertraut,to trust,B1,emotions
1964,geil,ADJ,3937,,,,,,,,"horny, lecherous, awesome (slang)",B2,emotions
1965,golden,ADJ,3937,,,,,,,,golden,B1,common_adjectives
1966,Carrie,NOUN,3936,die,f,Carrie,Carries,,,,Carrie (proper name),A1,family
1967,täuschen,VERB,3930,,,,,haben,täuschte,getäuscht,"to deceive, to trick",B1,common_verbs
1968,ahnen,VERB,3930,,,,,haben,ahnte,geahnt,"to suspect, to sense",B2,emotions
1969,Maggie,NOUN,3926,die,f,Maggie,Maggies,,,,Maggie (proper name),A1,family
1970,Gas,NOUN,3921,das,n,Gases,Gase,,,,the gas,A2,nature
1971,Sturm,NOUN,3919,der,m,Sturms,Stürme,,,,the storm,A2,nature
1972,flüstern,VERB,3911,,,,,haben,flüsterte,geflüstert,to whisper,B1,communication
1973,schlafen,VERB,3910,,,,,haben,schlief,geschlafen,to sleep,A1,common_verbs
1974,weitergehen,VERB,3904,,,,,sein,weiterging,weitergegangen,"to continue, to go on",B1,common_verbs
1975,herstellen,VERB,3903,,,,,haben,herstellte,hergestellt,"to produce, to manufacture",B1,work
1976,geheim,ADV,3899,,,,,,,,secretly,B1,communication
1977,entstehen,VERB,3896,,,,,sein,entstand,entstanden,to arise,B1,common_verbs
1978,Affäre,NOUN,3890,die,f,Affäre,Affären,,,,the affair,B2,communication
1979,Tasse,NOUN,3890,die,f,Tasse,Tassen,,,,the cup,A1,food_drink
1980,Dutzend,NOUN,3888,das,n,Dutzends,Dutzende,,,,the dozen,A2,numbers
1981,gleichzeitig,ADV,3886,,,,,,,,simultaneously,B1,time
1982,Genie,NOUN,3884,das,n,Genies,Genies,,,,the genius,B2,education
1983,hungrig,ADV,3881,,,,,,,,hungrily,A1,emotions
1984,Inspektor,NOUN,3879,der,m,Inspektors,Inspektoren,,,,the inspector,B1,work
1985,Kuh,NOUN,3877,die,f,Kuh,Kühe,,,,the cow,A1,nature
1986,Kommando,NOUN,3873,das,n,Kommandos,Kommandos,,,,the command,B2,work
1987,Pater,NOUN,3872,der,m,Paters,Pater,,,,the father,B1,family
1988,Menschheit,NOUN,3870,die,f,Menschheit,Menschheiten,,,,the humanity,B2,nature
1989,heutig,ADJ,3870,,,,,,,,today's,A2,time
1990,unbekannt,ADJ,3868,,,,,,,,unknown,A2,common_adjectives
1991,Versteck,NOUN,3867,das,n,Verstecks,Verstecke,,,,the hiding place,B1,home
1992,eindeutig,ADV,3867,,,,,,,,clearly,B1,communication
1993,rechtzeitig,ADV,3863,,,,,,,,in time,B1,time
1994,russisch,ADJ,3860,,,,,,,,Russian,A2,common_adjectives
1995,räumen,VERB,3854,,,,,haben,räumte,geräumt,to clear,A2,common_verbs
1996,Wut,NOUN,3846,die,f,Wut,Wuten,,,,the anger,B1,emotions
1997,mitteilen,VERB,3842,,,,,haben,teilte mit,mitgeteilt,to inform,A2,communication
1998,nennen,VERB,3833,,,,,haben,nannte,genannt,to call,A1,common_verbs
1999,Lippe,NOUN,3832,die,f,Lippe,Lippen,,,,the lip,A1,body_health
2000,Pizza,NOUN,3829,die,f,Pizza,Pizzas,,,,the pizza,A1,food_drink
2001,Anteil,NOUN,3829,der,m,Anteils,Anteile,,,,the share,B1,money
2002,Mantel,NOUN,3823,der,m,Mantels,Mäntel,,,,the coat,A1,clothing
2003,Beeilung,NOUN,3818,die,f,Beeiling,Beeilungen,,,,the hurrying,B1,common_verbs
2004,angeblich,ADV,3816,,,,,,,,allegedly,B1,communication
2005,locken,VERB,3815,,,,,haben,lockte,gelockt,to entice,B1,common_verbs
2006,mitmachen,VERB,3814,,,,,haben,machte mit,mitgemacht,to participate,A2,common_verbs
2007,leisen,VERB,3811,,,,,haben,leiste,geleist,to manage,B1,common_verbs
2008,Hele,NOUN,3808,die,f,Hele,Helen,,,,the light,B1,nature
2009,Mittag,NOUN,3808,der,m,Mittags,Mittage,,,,the midday,A1,time
2010,gering,ADJ,3804,,,,,,,,small,B1,common_adjectives
2011,Dunkelheit,NOUN,3799,die,f,Dunkelheit,Dunkelheiten,,,,the darkness,B1,nature
2012,offen,ADJ,3799,,,,,,,,open,A1,common_adjectives
2013,Ereignis,NOUN,3793,das,n,Ereignisses,Ereignisse,,,,the event,B1,time
2014,Hiermit,ADV,3792,,,,,,,,hereby,B2,communication
2015,Phoebe,NOUN,3788,die,f,Phoebe,Phoebes,,,,Phoebe,A1,family
2016,Klinik,NOUN,3788,die,f,Klinik,Kliniken,,,,the clinic,B1,body_health
2017,medizinisch,ADJ,3788,,,,,,,,medical,B1,body_health
2018,viele,PRON,3785,,,,,,,,many,A1,function_words
2019,Sack,NOUN,3782,der,m,Sacks,Säcke,,,,the bag,A1,home
2020,Linie,NOUN,3779,die,f,Linie,Linien,,,,the line,B1,travel
2021,putzen,VERB,3771,,,,,haben,putzte,geputzt,to clean,A1,common_verbs
2022,Explosion,NOUN,3770,die,f,Explosion,Explosionen,,,,the explosion,B1,nature
2023,organisieren,VERB,3770,,,,,haben,organisierte,organisiert,to organize,B1,common_verbs
2024,benehmen,VERB,3765,,,,,haben,benahm,benommen,to behave,B1,common_verbs
2025,Urteil,NOUN,3763,das,n,Urteils,Urteile,,,,the verdict,B1,work
2026,neugierig,ADV,3761,,,,,,,,curiously,B1,emotions
2027,Kennenlernen,NOUN,3754,das,n,Kennenlernens,Kennenlernens,,,,the getting to know,A2,communication
2028,auseinander,ADV,3748,,,,,,,,apart,B1,function_words
2029,fressen,VERB,3738,,,,,haben,fraß,gefressen,to eat (animals),B1,common_verbs
2030,Truck,NOUN,3738,der,m,Trucks,Trucks,,,,the truck,B1,travel
2031,genügen,VERB,3734,,,,,haben,genügte,genügt,to suffice,B1,common_verbs
2032,eilig,ADV,3729,,,,,,,,hurriedly,B1,time
2033,Linda,NOUN,3726,die,f,Lindas,Lindas,,,,Linda (name),A1,family
2034,Text,NOUN,3726,der,m,Textes,Texte,,,,the text,A2,communication
2035,befragen,VERB,3723,,,,,haben,befragte,befragt,to question,B1,communication
2036,Störung,NOUN,3715,die,f,Störung,Störungen,,,,the disturbance,B1,technology
2037,Oberst,PRON,3712,der,m,Obersts,Oberste,,,,the colonel,B2,work
2038,betreiben,VERB,3712,,,,,haben,betrieb,betrieben,to operate,B1,work
2039,Schrank,NOUN,3711,der,m,Schranks,Schränke,,,,the cupboard,A2,home
2040,Brille,NOUN,3711,die,f,Brille,Brillen,,,,the glasses,A2,clothing
2041,Kopie,NOUN,3708,die,f,Kopie,Kopien,,,,the copy,B1,work
2042,Gnade,NOUN,3705,die,f,Gnade,Gnaden,,,,the grace,B2,emotions
2043,Virus,NOUN,3693,das,n,Virus,Viren,,,,the virus,B1,body_health
2044,schlafen,VERB,3690,,,,,haben,schlief,geschlafen,to sleep,A1,common_verbs
2045,Puppe,NOUN,3690,die,f,Puppe,Puppen,,,,the doll,A2,family
2046,anhören,VERB,3678,,,,,haben,anhörte,angehört,to listen to,B1,communication
2047,bewundern,VERB,3670,,,,,haben,bewunderte,bewundert,to admire,B1,emotions
2048,per,ADP,3668,,,,,,,,per,B1,function_words
2049,ablenken,VERB,3664,,,,,haben,lenkte ab,abgelenkt,to distract,B1,common_verbs
2050,Feld,NOUN,3661,das,n,Feldes,Felder,,,,the field,A2,nature
2051,anlegen,VERB,3660,,,,,haben,legte an,angelegt,to create; to put on,B1,common_verbs
2052,filmen,VERB,3658,,,,,haben,filmte,gefilmt,to film,B1,technology
2053,herkommen,VERB,3657,,,,,sein,kam her,hergekommen,to come here,A2,common_verbs
2054,bewegen,VERB,3657,,,,,haben,bewegte,bewegt,to move,A2,common_verbs
2055,Stärke,NOUN,3654,die,f,Stärke,Stärken,,,,the strength,B1,body_health
2056,Scheidung,NOUN,3649,die,f,Scheidung,Scheidungen,,,,the divorce,B2,family
2057,sperren,VERB,3649,,,,,haben,sperrte,gesperrt,to lock; to block,B1,common_verbs
2058,aussprechen,VERB,3642,,,,,haben,sprach aus,ausgesprochen,to pronounce; to express,B1,communication
2059,Geist,NOUN,3641,der,m,Geistes,Geister,,,,the spirit; the mind,B1,emotions
2060,Führer,NOUN,3641,der,m,Führers,Führer,,,,the leader; the guide,B1,work
2061,festnehmen,VERB,3640,,,,,haben,nahm fest,festgenommen,to arrest,B2,common_verbs
2062,Schrei,NOUN,3636,der,m,Schreies,Schreie,,,,the scream,B1,emotions
2063,würden,AUX,3635,,,,,haben,würde,geworden,would,A2,function_words
2064,schmeißen,VERB,3631,,,,,haben,schmiss,geschmissen,to throw,B1,common_verbs
2065,vermuten,VERB,3627,,,,,haben,vermutete,vermutet,to suspect; to suppose,B1,common_verbs
2066,Mitternacht,NOUN,3627,die,f,Mitternacht,Mitternächte,,,,the midnight,B1,time
2067,auslösen,VERB,3624,,,,,haben,löste aus,ausgelöst,to trigger; to release,B1,common_verbs
2068,tief,ADJ,3623,,,,,,,,deep; profound,A2,common_adjectives
2069,Freundin,NOUN,3622,die,f,Freundin,Freundinnen,,,,the (female) friend,A1,family
2070,erhöhen,VERB,3621,,,,,haben,erhöhte,erhöht,to increase; to raise,B1,common_verbs
2071,spenden,VERB,3617,,,,,haben,spendete,gespendet,to donate; to spend,B1,money
2072,lecker,ADJ,3616,,,,,,,,delicious; tasty,A2,food_drink
2073,beteiligen,VERB,3612,,,,,haben,beteiligte,beteiligt,to participate; to involve,B1,common_verbs
2074,Reaktion,NOUN,3610,die,f,Reaktion,Reaktionen,,,,the reaction,B1,emotions
2075,umziehen,VERB,3610,,,,,sein,zog um,umgezogen,to move; to relocate,A2,home
2076,mutig,ADV,3603,,,,,,,,courageously,B1,emotions
2077,verlegen,VERB,3602,,,,,haben,verlegte,verlegt,to move; to postpone,B1,common_verbs
2078,antworten,VERB,3598,,,,,haben,antwortete,geantwortet,to answer,A1,communication
2079,verhandeln,VERB,3597,,,,,haben,verhandelte,verhandelt,to negotiate,B2,work
2080,Fakt,NOUN,3595,der,m,Fakts,Fakten,,,,the fact,B1,education
2081,verschaffen,VERB,3594,,,,,haben,verschaffte,verschafft,to provide; to procure,B2,common_verbs
2082,beißen,VERB,3591,,,,,haben,biss,gebissen,to bite,A2,body_health
2083,Hammer,NOUN,3590,der,m,Hammers,Hämmer,,,,the hammer,A2,work
2084,vorgehen,VERB,3590,,,,,sein,ging vor,vorgegangen,to proceed; to take action,B1,common_verbs
2085,Politik,NOUN,3580,die,f,Politik,Politiken,,,,the politics; policy,B1,work
2086,Künstler,NOUN,3580,der,m,Künstlers,Künstler,,,,the artist,A2,work
2087,Superman,ADV,3577,,,,,,,,superman,A2,common_adjectives
2088,zurecht,ADV,3574,,,,,,,,rightly; in place,B1,function_words
2089,Besitz,NOUN,3573,der,m,Besitzes,Besitze,,,,the possession,B1,money
2090,Cops,NOUN,3570,die,f,Cops,Cops,,,,the cops,A2,work
2091,irren,ADV,3566,,,,,,,,erroneously,B1,common_adjectives
2092,Krankenwagen,VERB,3562,,,,,haben,,,ambulance,A2,body_health
2093,Kar,NOUN,3561,das,n,Kars,Kare,,,,the kar,C1,nature
2094,Mademoiselle,VERB,3560,,,,,haben,,,mademoiselle,B1,communication
2095,graben,VERB,3559,,,,,haben,grub,gegraben,to dig,A2,common_verbs
2096,Schnee,NOUN,3557,der,m,Schnees,Schnee,,,,the snow,A1,nature
2097,vergiften,VERB,3555,,,,,haben,vergiftete,vergiftet,to poison,B2,body_health
2098,Gefühl,NOUN,3549,das,n,Gefühls,Gefühle,,,,the feeling,A2,emotions
2099,Antrag,NOUN,3549,der,m,Antrags,Anträge,,,,the application; proposal,B1,work
2100,französisch,ADV,3548,,,,,,,,in French; French,A1,communication
2101,Abenteuer,NOUN,3547,das,n,Abenteuers,Abenteuer,,,,the adventure,B1,travel
2102,Terrorist,NOUN,3546,der,m,Terroristen,Terroristen,,,,the terrorist,B2,work
2103,abhauen,VERB,3545,,,,,sein,haute ab,abgehauen,to take off,B1,common_verbs
2104,Dämon,NOUN,3540,der,m,Dämons,Dämonen,,,,the demon,B2,emotions
2105,Träne,NOUN,3540,die,f,Träne,Tränen,,,,the tear,A2,body_health
2106,oberer,ADJ,3531,,,,,,,,upper,A2,common_adjectives
2107,müssen,AUX,3522,,,,,haben,musste,gemusst,must,A1,function_words
2108,blasen,VERB,3520,,,,,haben,blies,geblasen,to blow,A2,common_verbs
2109,Heimat,NOUN,3517,die,f,Heimat,Heimaten,,,,the homeland,B1,home
2110,liebsen,ADV,3517,,,,,,,,best,A2,common_adjectives
2111,Leiter,NOUN,3514,der,m,Leiters,Leiter,,,,the leader,A2,work
2112,Kauf,NOUN,3512,der,m,Kaufs,Käufe,,,,the purchase,A2,money
2113,Cent,NOUN,3507,der,m,Cents,Cents,,,,the cent,A1,money
2114,Schlacht,NOUN,3507,die,f,Schlacht,Schlachten,,,,the battle,B1,work
2115,abmachen,VERB,3506,,,,,haben,machte ab,abgemacht,to arrange,A2,common_verbs
2116,that,VERB,3501,,,,,,,,unknown,A1,common_verbs
2117,kontaktieren,VERB,3498,,,,,haben,kontaktierte,kontaktiert,to contact,B1,communication
2118,bekämpfen,VERB,3494,,,,,haben,bekämpfte,bekämpft,to fight,B1,common_verbs
2119,Stimmung,NOUN,3492,die,f,Stimmung,Stimmungen,,,,the mood,A2,emotions
2120,ertönen,VERB,3492,,,,,sein,ertönte,ertönt,to sound,B1,common_verbs
2121,einkaufen,VERB,3491,,,,,haben,kaufte ein,eingekauft,to shop,A1,money
2122,brüllen,VERB,3489,,,,,haben,brüllte,gebrüllt,to roar,A2,common_verbs
2123,Tausend,NOUN,3487,die,f,Tausend,Tausende,,,,the thousand,A1,numbers
2124,heutzutage,ADV,3486,,,,,,,,nowadays,A2,time
2125,Schnitt,VERB,3482,,,,,,,,unknown,A1,common_verbs
2126,politisch,ADJ,3482,,,,,,,,political,B1,function_words
2127,lebend,ADV,3479,,,,,,,,living,B1,nature
2128,hässlich,ADV,3479,,,,,,,,ugly,A2,common_adjectives
2129,real,ADV,3478,,,,,,,,real,B1,function_words
2130,Holz,NOUN,3477,das,n,Holzes,Hölzer,,,,the wood,A2,nature
2131,Kaiser,NOUN,3476,der,m,Kaisers,Kaiser,,,,the emperor,B1,work
2132,versauen,VERB,3476,,,,,haben,versaute,versaut,to mess up,B2,common_verbs
2133,gefährlich,ADJ,3473,,,,,,,,dangerous,A2,common_adjectives
2134,ziehsen,VERB,3471,,,,,haben,ziehste,geziehst,to lisp,C1,communication
2135,Bart,VERB,3467,,,,,,,,beard,A2,body_health
2136,mies,ADV,3467,,,,,,,,bad,A2,common_adjectives
2137,fähig,ADV,3466,,,,,,,,capable,B1,common_adjectives
2138,vermeiden,VERB,3466,,,,,haben,vermied,vermieden,to avoid,B1,common_verbs
2139,Veränderung,NOUN,3466,die,f,Veränderung,Veränderungen,,,,the change,B1,function_words
2140,Senator,NOUN,3465,der,m,Senators,Senatoren,,,,the senator,B2,work
2141,vergessen,VERB,3463,,,,,haben,vergaß,vergessen,to forget,A2,common_verbs
2142,begeistern,ADV,3462,,,,,,,,to excite,B1,emotions
2143,Methode,NOUN,3459,die,f,Methode,Methoden,,,,the method,B1,education
2144,vertreten,VERB,3455,,,,,haben,vertrat,vertreten,to represent,B1,common_verbs
2145,nieder,ADV,3453,,,,,,,,down,A2,function_words
2146,Fortschritt,NOUN,3452,der,m,Fortschritts,Fortschritte,,,,the progress,B1,education
2147,Stein,NOUN,3443,der,m,Steins,Steine,,,,the stone,A1,nature
2148,aufgrund,ADP,3440,,,,,,,,because of,B1,function_words
2149,Realität,NOUN,3440,die,f,Realität,Realitäten,,,,the reality,B1,function_words
2150,momentan,ADV,3439,,,,,,,,at the moment,A2,time
2151,meistens,ADV,3437,,,,,,,,mostly,A2,function_words
2152,Vision,NOUN,3436,die,f,Vision,Visionen,,,,the vision,B1,education
2153,schnell,ADJ,3431,,,,,,,,fast,A1,common_adjectives
2154,knurren,VERB,3430,,,,,haben,knurrte,geknurrt,to growl,B1,emotions
2155,vergewaltigen,VERB,3427,,,,,haben,vergewaltigte,vergewaltigt,to rape,B2,body_health
2156,soviel,PRON,3425,,,,,,,,so much,A2,function_words
2157,stattdessen,ADV,3421,,,,,,,,instead,B1,function_words
2158,Dinger,ADV,3420,,,,,,,,things (colloquial),A2,function_words
2159,bergen,VERB,3418,,,,,haben,barg,geborgen,to rescue,B1,common_verbs
2160,reifen,VERB,3417,,,,,sein,reifte,gereift,to mature,B1,common_verbs
2161,ausruhen,VERB,3414,,,,,haben,ruhte aus,ausgeruht,to rest,A2,common_verbs
2162,Geräusch,ADV,3410,,,,,,,,sound,A2,communication
2163,bedanken,VERB,3410,,,,,haben,bedankte,bedankt,to thank,A1,communication
2164,Markt,NOUN,3409,der,m,Marktes,Märkte,,,,the market,A2,work
2165,füttern,VERB,3408,,,,,haben,fütterte,gefüttert,to feed,A2,food_drink
2166,Verdacht,NOUN,3406,der,m,Verdachts,Verdachte,,,,the suspicion,B1,emotions
2167,umdrehen,VERB,3404,,,,,haben,drehte um,umgedreht,to turn around,A2,common_verbs
2168,Schwein,NOUN,3400,das,n,Schweines,Schweine,,,,the pig,A1,nature
